row_index,doc_id,title,president,date,snippet_norm,verse_range,verse_text,match_proba,judgement,reason,confidence
78,-7863161984445985778,Address Before a Joint Session of the Congress on the State of the Union,George W. Bush,2002-01-29,who have lost a loved one that our cause is just and our country will never forget the debt we owe micheal and all who gave their lives for freedom our cause is just and it continues our discoveries in afghanistan confirmed our worst fears and showed us the true scope of the task ahead,Acts 15:26,Men that have hazarded their lives for the name of our Lord Jesus Christ.,0.32423411241104777,MAYBE,,0.4
84,-8233613016297205932,Address Before a Joint Session of the Congress on the State of the Union,Ronald Reagan,1983-01-25,must all do everything in our power to bring their ordeal to an end it has fallen to us in our time to undo damage that was a long time in the making and to begin the hard but necessary task of building a better future for ourselves and our children we have a long,Matthew 25:19,"After a long time the lord of those servants cometh, and reckoneth with them.",0.2393293089905152,MAYBE,,0.4
87,-8964872718274179543,Annual Message to the Congress on the State of the Union,Harry S Truman,1948-01-07,purposes it is this faith that keeps us a strong and vital people this is a time to remind ourselves of these fundamentals for today the whole world looks to us for leadership this is the hour to rededicate ourselves to the faith in mankind that makes us strong this,1 John 5:19,"And we know that we are of God, and the whole world lieth in wickedness.",0.17053761635266507,MAYBE,,0.4
92,-927415159748544739,Address Before a Joint Session of the Congress on the State of the Union,Barack Obama,2015-01-20,are committed to improving your life chances as committed as we are to working on behalf of our own kids i want future generations to know that we are a people who see our differences as a great gift that we're a people who value the dignity and worth of every citizen man and woman,2 Corinthians 13:6,But I trust that ye shall know that we are not reprobates.,0.3053225754494538,MAYBE,,0.6
93,1270211908214409647,Annual Message to the Congress,Franklin D. Roosevelt,1940-01-03,some of the advantage of peace between us and other nations in the long run history amply demonstrates that angry controversy surely wins less than calm discussion in the spirit therefore of a greater unselfishness recognizing that the world-including the united states of america-passes through perilous times i am very hopeful that the closing session,Ephesians 4:3,Endeavouring to keep the unity of the Spirit in the bond of peace.,0.1533128728293095,MAYBE,,0.4
98,1843277241404493865,State of the Union Address,Franklin D. Roosevelt,1942-01-06,in the conquered nations who stand ready to seize the first opportunity to revolt against their german and japanese oppressors and against the traitors in their own ranks known by the already infamous name of quislings and i think that it is a fair prophecy to say that as we,Acts 14:16,Who in times past suffered all nations to walk in their own ways.,0.28973945697304665,MAYBE,,0.6
100,1843277241404493865,State of the Union Address,Franklin D. Roosevelt,1942-01-06,that goes back through all the years to the first chapter of the book of genesis god created man in his own image we on our side are striving to be true to that divine heritage we are fighting as our fathers have fought to uphold the doctrine that all men are equal in the sight of god those on the other side are striving to destroy this deep belief and to create a world in their own image-a world of tyranny and cruelty and,1 Corinthians 11:16,"But if any man seem to be contentious, we have no such custom, neither the churches of God.",0.5361258833252005,MAYBE,,0.6
101,2194509841170463542,Address Before a Joint Session of the Congress Reporting on the State of the Union.,Gerald R. Ford,1976-01-19,than for me i believe this not because i am told to believe it but because life has been better for me than it was for my father and my mother i know it will be better for my children because my hands my brains my voice and my vote can help make it happen,Psalms 27:10,"When my father and my mother forsake me, then the LORD will take me up.",0.11965091364003023,MAYBE,,0.7
103,2194509841170463542,Address Before a Joint Session of the Congress Reporting on the State of the Union.,Gerald R. Ford,1976-01-19,and give stability to our economy i will propose estate tax changes so that family businesses and family farms can be handed down from generation to generation without having to be sold to pay taxes i propose tax changes to encourage people to invest in america's future and their own,Joel 3:20,"But Judah shall dwell for ever, and Jerusalem from generation to generation.",0.12395318812895219,MAYBE,,0.6
105,2258864476504934248,Annual Message to Congress,Franklin D. Roosevelt,1935-01-04,counsel to useful cooperation and to genuine friendships between us we have undertaken a new order of things yet we progress to it under the framework and in the spirit and intent of the american constitution we have proceeded throughout the nation a measurable distance on the road toward this new order materially i can report to you substantial benefits to our agricultural population increased industrial activity and profits to our merchants of equal moment there is evident a restoration of that spirit of confidence and faith which marks the american character let him who for speculative profit or partisan purpose without just warrant would seek to disturb or dispel,Ephesians 4:3,Endeavouring to keep the unity of the Spirit in the bond of peace.,0.1840530465615024,MAYBE,,0.4
108,2258864476504934248,Annual Message to Congress,Franklin D. Roosevelt,1935-01-04,as never before to those permanent values that are not limited to the physical objectives of life there are growing signs of this on every hand in the face of these spiritual impulses we are sensible of the divine providence to which nations turn now as always for guidance and fostering care franklin d roosevelt,Luke 2:31,Which thou hast prepared before the face of all people;,0.14446635228999985,MAYBE,,0.4
110,3410810182810779363,Address Before a Joint Session of the Congress on the State of the Union,Donald J. Trump (1st Term),2019-02-05,attack on the tree of life synagogue in pittsburgh swat officer timothy matson raced into the gunfire and was shot seven times chasing down the killer and he was very successful timothy has just had his 12th surgery and he is going in for many more but he made the trip to be here with,Luke 18:23,"And when he heard this, he was very sorrowful: for he was very rich.",0.11595903228174853,MAYBE,,0.6
112,3521820761597767173,Address Before a Joint Session of the Congress on the State of the Union,Ronald Reagan,1984-01-25,people who believed that god was their rock of safety he is ours i recognize we must be cautious in claiming that god is on our side but i think it's all right to keep asking if we're on his side during our first 3 years we have joined bipartisan,Mark 9:40,For he that is not against us is on our part.,0.8978750635320676,MAYBE,,0.6
115,3729101969817705647,Annual Message to Congress on the State of the Union [Four Freedoms Speech],Franklin D. Roosevelt,1941-01-06,no small task and the greatest difficulty comes at the beginning of the program when new tools new plant facilities new assembly lines and new ship ways must first be constructed before the actual materiel begins to flow steadily and speedily from them the congress of course must rightly keep itself informed at all times,Mark 13:10,And the gospel must first be published among all nations.,0.1167774546278382,MAYBE,,0.6
117,3729101969817705647,Annual Message to Congress on the State of the Union [Four Freedoms Speech],Franklin D. Roosevelt,1941-01-06,together in a friendly civilized society this nation has placed its destiny in the hands and heads and hearts of its millions of free men and women and its faith in freedom under the guidance of god freedom means the supremacy of human rights everywhere our support goes to those who struggle to gain those,1 Corinthians 2:5,"That your faith should not stand in the wisdom of men, but in the power of God.",0.39030802671411396,MAYBE,,0.4
118,374082268339778437,Address Before a Joint Session of the Congress on the State of the Union,William J. Clinton,1997-02-04,environment action to keep america the world's strongest force for peace freedom and prosperity and above all action to build a more perfect union here at home the spirit we bring to our work will make all the difference we must be committed to the pursuit of opportunity for all americans responsibility from all americans,Ephesians 4:3,Endeavouring to keep the unity of the Spirit in the bond of peace.,0.396502385843403,MAYBE,,0.5
122,3992033401578584394,Address Before a Joint Session of Congress on the State of the Union,Ronald Reagan,1988-01-25,that would stop all federal funding for abortion and with a human life amendment making of course an exception where the unborn child threatens the life of the mother our judeo-christian tradition recognizes the right of taking a life in self-defense but with that one exception let us look to those others in our land,Job 36:6,He preserveth not the life of the wicked: but giveth right to the poor.,0.1532723953327901,MAYBE,,0.6
123,504632324203719941,Address Before a Joint Session of the Congress on the State of the Union,Barack Obama,2010-01-27,it is those of us in public office can respond to this reality by playing it safe and avoid telling hard truths and pointing fingers we can do what's necessary to keep our poll numbers high and get through the next election instead of doing what's best for the next generation but i also know,2 Corinthians 13:8,"For we can do nothing against the truth, but for the truth.",0.14920372735565432,MAYBE,,0.4
124,5116872993683008892,Annual Message to the Congress on the State of the Union.,Richard Nixon,1971-01-22,of the open door--as a haven for the oppressed a land of opportunity a place of refuge of hope when the first settlers opened the door of america three and a half centuries ago they came to escape persecution and to find opportunity--and they left wide the door of welcome for others to follow when the thirteen colonies declared their independence almost two centuries ago they opened the door to a new vision of liberty and of human fulfillment--not just for an elite but for all to the generations that followed america's was the open,Acts 12:16,"But Peter continued knocking: and when they had opened the door, and saw him, they were astonished.",0.414979307118128,MAYBE,,0.6
126,5163720295459009755,Annual Message to the Congress on the State of the Union,Harry S Truman,1949-01-05,16 i quoted to you king solomon's prayer that he wanted wisdom and the ability to govern his people as they should be governed i explained to you at that time that the task before me was one of the greatest in the history of the world and that it was necessary to have the,Deuteronomy 1:18,And I commanded you at that time all the things which ye should do.,0.3502509744613577,MAYBE,,0.4
129,5163720295459009755,Annual Message to the Congress on the State of the Union,Harry S Truman,1949-01-05,and the president will work in closest cooperation with one objective--the welfare of the people of this nation as a whole in the months ahead i know that i shall be able to cooperate with this congress now i am confident that the divine power which has guided us to this time of fateful responsibility,Job 13:18,"Behold now, I have ordered my cause; I know that I shall be justified.",0.20326448319275905,MAYBE,,0.4
130,5163720295459009755,Annual Message to the Congress on the State of the Union,Harry S Truman,1949-01-05,in closest cooperation with one objective--the welfare of the people of this nation as a whole in the months ahead i know that i shall be able to cooperate with this congress now i am confident that the divine power which has guided us to this time of fateful responsibility and glorious opportunity will not desert us now with that help from almighty god which we have humbly acknowledged at every turning point in our national life we shall be able to perform the great tasks which he now sets before us as delivered in person before a joint session harry s truman annual message,Revelation 6:17,For the great day of his wrath is come; and who shall be able to stand?,0.15104379530032896,MAYBE,,0.5
132,5542376332619950966,State of the Union Address,Franklin D. Roosevelt,1943-01-07,determined to see to it that our supplies of food and other essential civilian goods are distributed on a fair and just basis-to rich and poor management and labor farmer and city dweller alike we are determined to keep the cost of living at a stable level all this has,Psalms 49:2,"Both low and high, rich and poor, together.",0.33347753444741185,MAYBE,,0.4
136,5542376332619950966,State of the Union Address,Franklin D. Roosevelt,1943-01-07,based on a profound contempt for the human race if in the formation of our future policy we were guided by the same cynical contempt then we should be surrendering to the philosophy of our enemies and our victory would turn to defeat the issue of this war is the basic issue between those who believe in mankind and those,Luke 1:71,"That we should be saved from our enemies, and from the hand of all that hate us;",0.48162967869127016,MAYBE,,0.6
139,5689420913884148880,Annual Message to the Congress on the State of the Union.,Dwight D. Eisenhower,1959-01-09,when man's power of mass destruction has reached fearful proportions possession of such capabilities helps create world suspicion and tension we on our part know that we seek only a just peace for all with aggressive designs against no one yet we realize that there is uneasiness in the world,1 John 5:19,"And we know that we are of God, and the whole world lieth in wickedness.",0.338688769680805,MAYBE,,0.6
142,5689420913884148880,Annual Message to the Congress on the State of the Union.,Dwight D. Eisenhower,1959-01-09,prepared to work for the cause of freedom under law throughout the world all peoples are solely tired of the fear destruction and the waste of war as never before,Proverbs 31:8,Open thy mouth for the dumb in the cause of all such as are appointed to destruction.,0.4067534303659929,MAYBE,,0.6
145,59902804239578403,Annual Message to Congress,Franklin D. Roosevelt,1939-01-04,storms from abroad directly challenge three institutions indispensable to americans now as always the first is religion it is the source of the other two-democracy and international good faith religion by teaching man his relationship to god gives the individual a sense of his own dignity and teaches him to respect himself by respecting his neighbors democracy the practice of self-government is a covenant among free men to respect the rights and liberties of their fellows international good faith a sister of democracy springs from the will of civilized nations of men to respect the rights and liberties of other nations of men in a modern civilization all three-religion democracy and international good faith complement and support each other where freedom of religion has been attacked the attack has come from sources opposed to democracy where democracy has been overthrown the spirit of free worship has disappeared and where religion and democracy have vanished good faith and reason in international affairs have given way to strident ambition and brute force an ordering of society which relegates religion democracy and good faith among nations to the background can find no place within it for the ideals of the prince of peace the united states rejects such an ordering and retains its ancient faith there comes a time in the affairs of men when they must prepare to defend not their homes alone but the tenets of faith and humanity on which their churches their governments and their very civilization are founded the defense of religion of democracy and of good faith among nations is all the same fight to save one we must now make up our minds to save all we know what might happen,Galatians 3:11,"But that no man is justified by the law in the sight of God, it is evident: for, The just shall live by faith.",0.12511828652481366,MAYBE,,0.6
146,59902804239578403,Annual Message to Congress,Franklin D. Roosevelt,1939-01-04,storms from abroad directly challenge three institutions indispensable to americans now as always the first is religion it is the source of the other two-democracy and international good faith religion by teaching man his relationship to god gives the individual a sense of his own dignity and teaches him to respect himself by respecting his neighbors democracy the practice of self-government is a covenant among free men to respect the rights and liberties of their fellows international good faith a sister of democracy springs from the will of civilized nations of men to respect the rights and liberties of other nations of men in a modern civilization all three-religion democracy and international good faith complement and support each other where freedom of religion has been attacked the attack has come from sources opposed to democracy where democracy has been overthrown the spirit of free worship has disappeared and where religion and democracy have vanished good faith and reason in international affairs have given way to strident ambition and brute force an ordering of society which relegates religion democracy and good faith among nations to the background can find no place within it for the ideals of the prince of peace the united states rejects such an ordering and retains its ancient faith there comes a time in the affairs of men when they must prepare to defend not their homes alone but the tenets of faith and humanity on which their churches their governments and their very civilization are founded the defense of religion of democracy and of good faith among nations is all the same fight to save one we must now make up our minds to save all we know what might happen,Galatians 5:22,"But the fruit of the Spirit is love, joy, peace, longsuffering, gentleness, goodness, faith,",0.10511113710955693,MAYBE,,0.6
149,6193027654252439077,Address Before a Joint Session of the Congress on the State of the Union,George W. Bush,2005-02-02,america more secure and less dependent on foreign energy all these proposals are essential to expand this economy and add new jobs but they are just the beginning of our duty to build the prosperity of future generations we must update institutions that were created to meet the needs of an earlier time year after,Matthew 24:8,All these are the beginning of sorrows.,0.14169857530666832,MAYBE,,0.6
152,65146537821909449,Annual Message to the Congress on the State of the Union.,John F. Kennedy,1962-01-11,these weapons which seem to offer us present security but threaten the future survival of the human race that armistice day seems very far away the vast resources of this planet are being devoted more and more to the means of destroying instead of enriching human life but the world,Amos 6:3,"Ye that put far away the evil day, and cause the seat of violence to come near;",0.40677733179923603,MAYBE,,0.6
154,6769574516968153945,Address Before a Joint Session of the Congress on the State of the Union,William J. Clinton,1994-01-25,housing and all civil rights laws because america will never be complete in its renewal until everyone shares in its bounty but we all know too we can do all these things-put our economic house in order expand world trade target the jobs of the future guarantee equal opportunity-but if we're honest we'll all admit,2 Corinthians 13:8,"For we can do nothing against the truth, but for the truth.",0.20995064608794056,MAYBE,,0.6
157,6988143676712305398,Address Before a Joint Session of the Congress on the State of the Union,George W. Bush,2004-01-20,not ask for and achievements shared by all by our actions we have shown what kind of nation we are in grief we have found the grace to go on in challenge we rediscovered the courage and daring of a free people in victory we have shown the noble aims and good heart of america,John 1:16,"And of his fulness have all we received, and grace for grace.",0.5558314585173009,MAYBE,,0.6
158,6988143676712305398,Address Before a Joint Session of the Congress on the State of the Union,George W. Bush,2004-01-20,have shown the noble aims and good heart of america and having come this far we sense that we live in a time set apart i've been witness to the character of the people of america who have shown calm in times of danger compassion for one another and toughness for the long haul all,Isaiah 55:4,"Behold, I have given him for a witness to the people, a leader and commander to the people.",0.4350450897185954,MAYBE,,0.7
159,7121247102863277349,Address on the State of the Union Delivered Before a Joint Session of the Congress.,Richard Nixon,1972-01-20,he works for--and that those who can should work for what they get we believe in the capacity of people to make their own decisions in their own lives in their own communities--and we believe in their right to make those decisions in applying these principles we have done so with the full understanding that,Acts 14:16,Who in times past suffered all nations to walk in their own ways.,0.11486787108603225,MAYBE,,0.4
